id,legislativeSubject,policyArea
s1444,Law enforcement administration and funding,
s1444,Law enforcement officers,
s1444,,Immigration
s1445,,Crime and Law Enforcement
s1446,,Taxation
s1447,,Health
s1448,Child safety and welfare,
s1448,Congressional oversight,
s1448,Family relationships,
s1448,Family services,
s1448,Housing and community development funding,
s1448,Residential rehabilitation and home repair,
s1448,,Housing and Community Development
s1449,,Environmental Protection
s145,Administrative law and regulatory procedures,
s145,Asia,
s145,China,
s145,Foreign and international corporations,
s145,General Services Administration,
s145,Government information and archives,
s145,Political parties and affiliation,
s145,Public contracts and procurement,
s145,,Government Operations and Politics
s1450,,Health
s1451,Competition and antitrust,
s1451,Contracts and agency,
s1451,Government information and archives,
s1451,Health care costs and insurance,
s1451,,Health
s1452,Community life and organization,
s1452,Congressional oversight,
s1452,Health care coverage and access,
s1452,Health promotion and preventive care,
s1452,Mental health,
s1452,Rural conditions and development,
s1452,,Health
s1453,,Taxation
s1454,,Taxation
s1455,,Taxation
s1456,,Energy
s1457,Asia,
s1457,Congressional oversight,
s1457,International law and treaties,
s1457,Taiwan,
s1457,"Tax administration and collection, taxpayers",
s1457,Taxation of foreign income,
s1457,,International Affairs
s1458,,Commerce
s1459,,Transportation and Public Works
s146,Digestive and metabolic diseases,
s146,Drug therapy,
s146,Employee benefits and pensions,
s146,Health care costs and insurance,
s146,Health care coverage and access,
s146,Medicare,
s146,Prescription drugs,
s146,,Health
s1460,Administrative law and regulatory procedures,
s1460,Consumer Product Safety Commission,
s1460,Firearms and explosives,
s1460,Product safety and quality,
s1460,,Commerce
s1461,,Immigration
s1462,,Crime and Law Enforcement
s1463,,Armed Forces and National Security
s1464,Border security and unlawful immigration,
s1464,Civil actions and liability,
s1464,Congressional oversight,
s1464,Crimes against property,
s1464,Criminal procedure and sentencing,
s1464,"Diplomacy, foreign officials, Americans abroad",
s1464,Drug trafficking and controlled substances,
s1464,"Government employee pay, benefits, personnel management",
s1464,Government information and archives,
s1464,Performance measurement,
s1464,Public-private cooperation,
s1464,,Crime and Law Enforcement
s1465,,International Affairs
s1466,California,
s1466,Geography and mapping,
s1466,Land use and conservation,
s1466,"Parks, recreation areas, trails",
s1466,,Public Lands and Natural Resources
s1467,,Taxation
s1468,,Education
s1469,Fraud offenses and financial crimes,
s1469,Public contracts and procurement,
s1469,Small business,
s1469,Veterans' organizations and recognition,
s1469,,Commerce
s147,,"Science, Technology, Communications"
s1470,,Commerce
s1471,,International Affairs
s1472,,Government Operations and Politics
s1473,Border security and unlawful immigration,
s1473,Immigrant health and welfare,
s1473,Immigration status and procedures,
s1473,Mexico,
s1473,"Refugees, asylum, displaced persons",
s1473,Terrorism,
s1473,Violent crime,
s1473,,Immigration
s1474,,Agriculture and Food
s1475,Administrative law and regulatory procedures,
s1475,Congressional oversight,
s1475,Criminal procedure and sentencing,
s1475,Drug trafficking and controlled substances,
s1475,U.S. Sentencing Commission,
s1475,,Crime and Law Enforcement
s1476,Administrative law and regulatory procedures,
s1476,Department of Health and Human Services,
s1476,Government information and archives,
s1476,Manufacturing,
s1476,Medical research,
s1476,Prescription drugs,
s1476,Research and development,
s1476,,Health
s1477,,Taxation
s1478,Idaho,
s1478,Illinois,
s1478,Indiana,
s1478,Iowa,
s1478,Massachusetts,
s1478,Military history,
s1478,Montana,
s1478,Nebraska,
s1478,New York State,
s1478,Ohio,
s1478,Oregon,
s1478,Pennsylvania,
s1478,Roads and highways,
s1478,Wyoming,
s1478,,Transportation and Public Works
s1479,,Immigration
s148,Administrative remedies,
s148,Business ethics,
s148,Civil actions and liability,
s148,Competition and antitrust,
s148,Department of Health and Human Services,
s148,"Drug safety, medical device, and laboratory regulation",
s148,Food and Drug Administration (FDA),
s148,Licensing and registrations,
s148,Prescription drugs,
s148,Public participation and lobbying,
s148,,Health
s1480,,Education
s1481,Administrative law and regulatory procedures,
s1481,Congressional oversight,
s1481,Crime victims,
s1481,Fraud offenses and financial crimes,
s1481,Government information and archives,
s1481,Government studies and investigations,
s1481,Securities,
s1481,Securities and Exchange Commission (SEC),
s1481,White-collar crime,
s1481,,Finance and Financial Sector
s1482,,Foreign Trade and International Finance
s1483,,"Science, Technology, Communications"
s1484,Federal preemption,
s1484,"Food supply, safety, and labeling",
s1484,Meat,
s1484,,Health
s1485,Food assistance and relief,
s1485,"Food supply, safety, and labeling",
s1485,Nutrition and diet,
s1485,Poverty and welfare assistance,
s1485,,Agriculture and Food
s1486,,Government Operations and Politics
s1487,,Government Operations and Politics
s1488,,Agriculture and Food
s1489,,Health
s149,Administrative law and regulatory procedures,
s149,Advanced technology and technological innovations,
s149,Africa,
s149,Asia,
s149,Caribbean area,
s149,China,
s149,Civil actions and liability,
s149,Congressional oversight,
s149,Corporate finance and management,
s149,Cuba,
s149,Department of Labor,
s149,Employee benefits and pensions,
s149,Europe,
s149,Financial services and investments,
s149,Foreign and international corporations,
s149,"Government employee pay, benefits, personnel management",
s149,Iran,
s149,Latin America,
s149,Middle East,
s149,"Military assistance, sales, and agreements",
s149,"Military procurement, research, weapons development",
s149,North Korea,
s149,Public contracts and procurement,
s149,Research and development,
s149,Russia,
s149,Securities,
s149,Sudan,
s149,Syria,
s149,Terrorism,
s149,Venezuela,
s149,,Government Operations and Politics
s1490,Alternative and renewable resources,
s1490,Energy efficiency and conservation,
s1490,Environmental technology,
s1490,Government information and archives,
s1490,Housing and community development funding,
s1490,Housing finance and home ownership,
s1490,Housing industry and standards,
s1490,Indian social and development programs,
s1490,Low- and moderate-income housing,
s1490,Residential rehabilitation and home repair,
s1490,,Housing and Community Development
s1491,,Health
s1492,,Native Americans
s1493,Computer security and identity theft,
s1493,Congressional oversight,
s1493,Emergency communications systems,
s1493,Government information and archives,
s1493,Government studies and investigations,
s1493,Mental health,
s1493,,Health
s1494,,Immigration
s1495,,Agriculture and Food
s1496,,Government Operations and Politics
s1497,Accounting and auditing,
s1497,Business ethics,
s1497,Business records,
s1497,Competition and antitrust,
s1497,Congressional oversight,
s1497,Digestive and metabolic diseases,
s1497,Government information and archives,
s1497,Health care costs and insurance,
s1497,Health care coverage and access,
s1497,Health information and medical records,
s1497,Health programs administration and funding,
s1497,"Health technology, devices, supplies",
s1497,Indian social and development programs,
s1497,Inflation and prices,
s1497,Intergovernmental relations,
s1497,Licensing and registrations,
s1497,Manufacturing,
s1497,Minority health,
s1497,Performance measurement,
s1497,Prescription drugs,
s1497,Public contracts and procurement,
s1497,Public-private cooperation,
s1497,Retail and wholesale trades,
s1497,Sales and excise taxes,
s1497,State and local finance,
s1497,State and local government operations,
s1497,,Health
s1498,,Armed Forces and National Security
s1499,,International Affairs
s15,Abortion,
s15,Child health,
s15,Family planning and birth control,
s15,Government information and archives,
s15,Health information and medical records,
s15,Health programs administration and funding,
s15,Medicaid,
s15,Sex and reproductive health,
s15,State and local government operations,
s15,Women's health,
s15,,Health
s150,Administrative remedies,
s150,Civil actions and liability,
s150,Competition and antitrust,
s150,Consumer affairs,
s150,"Drug safety, medical device, and laboratory regulation",
s150,Federal Trade Commission (FTC),
s150,Health care costs and insurance,
s150,Inflation and prices,
s150,Intellectual property,
s150,Judicial review and appeals,
s150,Manufacturing,
s150,Prescription drugs,
s150,,Health
s1500,,Government Operations and Politics
s1501,,Finance and Financial Sector
s1502,,Education
s1503,,Armed Forces and National Security
s1504,,International Affairs
s1505,Air quality,
s1505,Congressional oversight,
s1505,Employee leave,
s1505,Employment and training programs,
s1505,Environmental health,
s1505,Fires,
s1505,First responders and emergency personnel,
s1505,"Forests, forestry, trees",
s1505,"Government employee pay, benefits, personnel management",
s1505,Government information and archives,
s1505,Hazardous wastes and toxic substances,
s1505,Health information and medical records,
s1505,Inflation and prices,
s1505,Labor standards,
s1505,Mental health,
s1505,Student aid and college costs,
s1505,Wages and earnings,
s1505,Worker safety and health,
s1505,,Government Operations and Politics
s1506,,Transportation and Public Works
s1507,Chemistry,
s1507,Criminal justice information and records,
s1507,Drug trafficking and controlled substances,
s1507,Employment and training programs,
s1507,Law enforcement officers,
s1507,,Crime and Law Enforcement
s1508,Atlantic Ocean,
s1508,"Marine and coastal resources, fisheries",
s1508,Regional and metropolitan planning,
s1508,Rhode Island,
s1508,,Public Lands and Natural Resources
s1509,,Agriculture and Food
s151,,Finance and Financial Sector
s1510,Congressional oversight,
s1510,Executive agency funding and structure,
s1510,Federal officials,
s1510,Government Accountability Office (GAO),
s1510,"Government employee pay, benefits, personnel management",
s1510,,Government Operations and Politics
s1511,,Education
s1512,,Agriculture and Food
s1513,,International Affairs
s1514,First responders and emergency personnel,
s1514,Housing finance and home ownership,
s1514,"Life, casualty, property insurance",
s1514,,Finance and Financial Sector
s1515,,Armed Forces and National Security
s1516,,Education
s1517,,International Affairs
s1518,,Armed Forces and National Security
s1519,,International Affairs
s152,,Finance and Financial Sector
s1520,,Health
s1521,Administrative law and regulatory procedures,
s1521,Alternative and renewable resources,
s1521,Congressional oversight,
s1521,Dams and canals,
s1521,Electric power generation and transmission,
s1521,"Environmental assessment, monitoring, research",
s1521,Environmental regulatory procedures,
s1521,Federal Energy Regulatory Commission (FERC),
s1521,Government trust funds,
s1521,Industrial facilities,
s1521,Intergovernmental relations,
s1521,Licensing and registrations,
s1521,Water resources funding,
s1521,Water storage,
s1521,,Energy
s1522,,Health
s1523,,Taxation
s1524,Administrative remedies,
s1524,Department of Defense,
s1524,Employment discrimination and employee rights,
s1524,National Aeronautics and Space Administration,
s1524,Public contracts and procurement,
s1524,,Government Operations and Politics
s1525,,"Science, Technology, Communications"
s1526,,"Science, Technology, Communications"
s1527,,Armed Forces and National Security
s1528,Computer security and identity theft,
s1528,Computers and information technology,
s1528,Congressional oversight,
s1528,Crime prevention,
s1528,Disaster relief and insurance,
s1528,Emergency communications systems,
s1528,Emergency planning and evacuation,
s1528,First responders and emergency personnel,
s1528,Fraud offenses and financial crimes,
s1528,Government information and archives,
s1528,Government studies and investigations,
s1528,Intergovernmental relations,
s1528,"Internet, web applications, social media",
s1528,State and local government operations,
s1528,,Emergency Management
s1529,,Animals
s153,Agricultural equipment and machinery,
s153,Alliances,
s153,Asia,
s153,Aviation and airports,
s153,China,
s153,"Competitiveness, trade promotion, trade deficits",
s153,Computers and information technology,
s153,Electric power generation and transmission,
s153,"Energy storage, supplies, demand",
s153,Foreign and international banking,
s153,Foreign and international corporations,
s153,Free trade and trade barriers,
s153,Genetics,
s153,"Health technology, devices, supplies",
s153,Hong Kong,
s153,Human rights,
s153,"Hybrid, electric, and advanced technology vehicles",
s153,Income tax exclusion,
s153,Income tax rates,
s153,Industrial policy and productivity,
s153,Intellectual property,
s153,"Internet, web applications, social media",
s153,Manufacturing,
s153,"Military procurement, research, weapons development",
s153,Motor vehicles,
s153,Protest and dissent,
s153,Public contracts and procurement,
s153,Railroads,
s153,Securities,
s153,"Sovereignty, recognition, national governance and status",
s153,Tariffs,
s153,Taxation of foreign income,
s153,Technology transfer and commercialization,
s153,Telephone and wireless communication,
s153,Trade restrictions,
s153,U.S. and foreign investments,
s153,Wages and earnings,
s153,,Foreign Trade and International Finance
s1530,Community life and organization,
s1530,Congressional oversight,
s1530,Department of Justice,
s1530,Employee hiring,
s1530,Executive agency funding and structure,
s1530,Government information and archives,
s1530,Government studies and investigations,
s1530,Intergovernmental relations,
s1530,Law enforcement administration and funding,
s1530,Rural conditions and development,
s1530,,Crime and Law Enforcement
s1531,Advisory bodies,
s1531,Air quality,
s1531,Climate change and greenhouse gases,
s1531,Ecology,
s1531,Federal-Indian relations,
s1531,Fishes,
s1531,"Forests, forestry, trees",
s1531,Freedom of information,
s1531,Government information and archives,
s1531,Historical and cultural resources,
s1531,Idaho,
s1531,Indian lands and resources rights,
s1531,Land transfers,
s1531,Land use and conservation,
s1531,Licensing and registrations,
s1531,Livestock,
s1531,Montana,
s1531,Oregon,
s1531,"Parks, recreation areas, trails",
s1531,Roads and highways,
s1531,Washington State,
s1531,Water quality,
s1531,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats",
s1531,Wildlife conservation and habitat protection,
s1531,Wyoming,
s1531,,Public Lands and Natural Resources
s1532,Border security and unlawful immigration,
s1532,Canada,
s1532,Drug trafficking and controlled substances,
s1532,Immigration status and procedures,
s1532,Latin America,
s1532,Mexico,
s1532,,Immigration
s1533,,Housing and Community Development
s1534,Alaska,
s1534,Hawaii,
s1534,Health facilities and institutions,
s1534,"Long-term, rehabilitative, and terminal care",
s1534,Medicare,
s1534,Nursing,
s1534,,Health
s1535,,Transportation and Public Works
s1536,,Native Americans
s1537,International Affairs,
s1537,,Foreign Trade and International Finance
s1538,,Education
s1539,,Agriculture and Food
s154,Crime prevention,
s154,Crimes against property,
s154,Law enforcement administration and funding,
s154,Metals,
s154,Motor vehicles,
s154,,Transportation and Public Works
s1540,Endangered and threatened species,
s1540,"Forests, forestry, trees",
s1540,Land use and conservation,
s1540,,Public Lands and Natural Resources
s1541,,Armed Forces and National Security
s1542,,Health
s1543,,Health
s1544,Health care costs and insurance,
s1544,Medical tests and diagnostic methods,
s1544,Medicare,
s1544,Radiation,
s1544,,Health
s1545,Congressional oversight,
s1545,Health care coverage and access,
s1545,Health facilities and institutions,
s1545,Hospital care,
s1545,Veterans' medical care,
s1545,,Armed Forces and National Security
s1546,,Education
s1547,,International Affairs
s1548,Alternative and renewable resources,
s1548,Congressional oversight,
s1548,Educational facilities and institutions,
s1548,Electric power generation and transmission,
s1548,Energy efficiency and conservation,
s1548,"Hybrid, electric, and advanced technology vehicles",
s1548,Motor carriers,
s1548,,Energy
s1549,Census and government statistics,
s1549,Congressional Budget Office (CBO),
s1549,Congressional-executive branch relations,
s1549,Criminal justice information and records,
s1549,Freedom of information,
s1549,Government information and archives,
s1549,Health information and medical records,
s1549,Personnel records,
s1549,Student records,
s1549,,Economics and Public Finance
s155,Cardiovascular and respiratory health,
s155,Department of the Treasury,
s155,Emergency medical services and trauma care,
s155,Government Operations and Politics,
s155,"Government employee pay, benefits, personnel management",
s155,Infectious and parasitic diseases,
s155,Internal Revenue Service (IRS),
s155,"Tax administration and collection, taxpayers",
s155,,Taxation
s1550,,Taxation
s1551,,Transportation and Public Works
s1552,,Public Lands and Natural Resources
s1553,,Public Lands and Natural Resources
s1554,,Native Americans
s1555,,Energy
s1556,,Armed Forces and National Security
s1557,Assault and harassment offenses,
s1557,Business investment and capital,
s1557,Census and government statistics,
s1557,Crime victims,
s1557,Disability and paralysis,
s1557,Domestic violence and child abuse,
s1557,Energy efficiency and conservation,
s1557,Higher education,
s1557,Housing and community development funding,
s1557,Housing supply and affordability,
s1557,Human trafficking,
s1557,Income tax credits,
s1557,Income tax deductions,
s1557,Income tax exclusion,
s1557,Indian social and development programs,
s1557,Inflation and prices,
s1557,Landlord and tenant,
s1557,"Lighting, heating, cooling",
s1557,Low- and moderate-income housing,
s1557,Marriage and family status,
s1557,Residential rehabilitation and home repair,
s1557,Rural conditions and development,
s1557,Securities,
s1557,Sex offenses,
s1557,State and local finance,
s1557,State and local government operations,
s1557,"Veterans' loans, housing, homeless programs",
s1557,,Taxation
s1558,,Armed Forces and National Security
s1559,,Taxation
s156,,Immigration
s1560,Computer security and identity theft,
s1560,Health,
s1560,Health facilities and institutions,
s1560,Higher education,
s1560,Rural conditions and development,
s1560,Vocational and technical education,
s1560,,"Science, Technology, Communications"
s1561,,Taxation
s1562,,Native Americans
s1563,,Labor and Employment
s1564,Advanced technology and technological innovations,
s1564,Employment and training programs,
s1564,Performance measurement,
s1564,,Government Operations and Politics
s1565,,Government Operations and Politics
s1566,,Armed Forces and National Security
s1567,,Taxation
s1568,Adoption and foster care,
s1568,Census and government statistics,
s1568,Child care and development,
s1568,Child health,
s1568,Congressional oversight,
s1568,Correctional facilities and imprisonment,
s1568,Debt collection,
s1568,Detention of persons,
s1568,Elementary and secondary education,
s1568,Employment and training programs,
s1568,Food assistance and relief,
s1568,"Food supply, safety, and labeling",
s1568,Fruit and vegetables,
s1568,Homelessness and emergency shelter,
s1568,Inflation and prices,
s1568,Juvenile crime and gang violence,
s1568,Military personnel and dependents,
s1568,Nutrition and diet,
s1568,Poverty and welfare assistance,
s1568,Right of privacy,
s1568,State and local finance,
s1568,State and local government operations,
s1568,,Agriculture and Food
s1569,,Crime and Law Enforcement
s157,Aviation and airports,
s157,Crimes against property,
s157,Firearms and explosives,
s157,Motor vehicles,
s157,Violent crime,
s157,,Crime and Law Enforcement
s1570,,Transportation and Public Works
s1571,,Health
s1572,Advisory bodies,
s1572,"Bank accounts, deposits, capital",
s1572,Banking and financial institutions regulation,
s1572,Congressional oversight,
s1572,Federal Deposit Insurance Corporation (FDIC),
s1572,Government studies and investigations,
s1572,,Finance and Financial Sector
s1573,Child health,
s1573,Congressional oversight,
s1573,Government information and archives,
s1573,Government studies and investigations,
s1573,Health promotion and preventive care,
s1573,Medical research,
s1573,Public contracts and procurement,
s1573,Public-private cooperation,
s1573,Research administration and funding,
s1573,Sex and reproductive health,
s1573,Women's health,
s1573,,Health
s1574,,Education
s1575,,Law
s1576,Advanced technology and technological innovations,
s1576,Air quality,
s1576,Climate change and greenhouse gases,
s1576,Congressional oversight,
s1576,"Environmental assessment, monitoring, research",
s1576,Public-private cooperation,
s1576,Research administration and funding,
s1576,Research and development,
s1576,Technology transfer and commercialization,
s1576,,Environmental Protection
s1577,,Government Operations and Politics
s1578,,International Affairs
s1579,Aviation and airports,
s1579,Infrastructure development,
s1579,Intergovernmental relations,
s1579,Land use and conservation,
s1579,Public transit,
s1579,Railroads,
s1579,Roads and highways,
s1579,Rural conditions and development,
s1579,State and local finance,
s1579,Transportation programs funding,
s1579,Transportation safety and security,
s1579,,Transportation and Public Works
s158,Africa,
s158,Caribbean area,
s158,"Competitiveness, trade promotion, trade deficits",
s158,Congressional oversight,
s158,Employment and training programs,
s158,Federal officials,
s158,Latin America,
s158,Multilateral development programs,
s158,,Foreign Trade and International Finance
s1580,Business investment and capital,
s1580,Economic development,
s1580,Education programs funding,
s1580,Educational technology and distance education,
s1580,"Government buildings, facilities, and property",
s1580,Government lending and loan guarantees,
s1580,"Health technology, devices, supplies",
s1580,"Internet, web applications, social media",
s1580,Rural conditions and development,
s1580,State and local finance,
s1580,State and local government operations,
s1580,Telephone and wireless communication,
s1580,,Agriculture and Food
s1581,,Education
s1582,Agricultural conservation and pollution,
s1582,Agricultural education,
s1582,Agricultural practices and innovations,
s1582,"Agricultural prices, subsidies, credit",
s1582,Business records,
s1582,Employment and training programs,
s1582,Farmland,
s1582,Food industry and services,
s1582,"Food supply, safety, and labeling",
s1582,Intergovernmental relations,
s1582,Minority and disadvantaged businesses,
s1582,Public-private cooperation,
s1582,Rural conditions and development,
s1582,Soil pollution,
s1582,State and local government operations,
s1582,,Agriculture and Food
s1583,,International Affairs
s1584,,Taxation
s1585,,Crime and Law Enforcement
s1586,Congressional oversight,
s1586,Education programs funding,
s1586,Government information and archives,
s1586,Government trust funds,
s1586,Health personnel,
s1586,Health programs administration and funding,
s1586,Higher education,
s1586,Medical education,
s1586,Nursing,
s1586,,Health
s1587,,Labor and Employment
s1588,,Armed Forces and National Security
s1589,,Health
s159,Civil actions and liability,
s159,Crime victims,
s159,Criminal procedure and sentencing,
s159,Human trafficking,
s159,Income tax exclusion,
s159,,Taxation
s1590,,Armed Forces and National Security
s1591,,Crime and Law Enforcement
s1592,,Health
s1593,,Agriculture and Food
s1594,Advisory bodies,
s1594,Child health,
s1594,Community life and organization,
s1594,Congressional oversight,
s1594,Environmental health,
s1594,Family services,
s1594,Government information and archives,
s1594,Health programs administration and funding,
s1594,Mental health,
s1594,Sex and reproductive health,
s1594,Women's health,
s1594,,Health
s1595,Drug therapy,
s1595,Health care costs and insurance,
s1595,Health care coverage and access,
s1595,Health programs administration and funding,
s1595,"Sex, gender, sexual orientation discrimination",
s1595,Surgery and anesthesia,
s1595,,Health
s1596,,Government Operations and Politics
s1597,,Crime and Law Enforcement
s1598,,Armed Forces and National Security
s1599,Adult education and literacy,
s1599,Air quality,
s1599,Alaska Natives and Hawaiians,
s1599,Child care and development,
s1599,Community life and organization,
s1599,Congressional oversight,
s1599,"Drug, alcohol, tobacco use",
s1599,Environmental health,
s1599,Food assistance and relief,
s1599,"Food supply, safety, and labeling",
s1599,Government information and archives,
s1599,Government studies and investigations,
s1599,Health care costs and insurance,
s1599,Health care coverage and access,
s1599,Health care quality,
s1599,Health information and medical records,
s1599,Health programs administration and funding,
s1599,Health promotion and preventive care,
s1599,"Health technology, devices, supplies",
s1599,Home and outpatient care,
s1599,Housing supply and affordability,
s1599,Indian social and development programs,
s1599,"Internet, web applications, social media",
s1599,Mental health,
s1599,Minority health,
s1599,Nutrition and diet,
s1599,Poverty and welfare assistance,
s1599,Racial and ethnic relations,
s1599,Sex offenses,
s1599,"Sex, gender, sexual orientation discrimination",
s1599,U.S. history,
s1599,Unemployment,
s1599,Violent crime,
s1599,Water quality,
s1599,Women's health,
s1599,,Health
s16,,Education
s160,,Immigration
s1600,,Immigration
s1601,,Health
s1602,Community life and organization,
s1602,Congressional oversight,
s1602,Disability and health-based discrimination,
s1602,"Drug, alcohol, tobacco use",
s1602,Education programs funding,
s1602,Government information and archives,
s1602,Health care coverage and access,
s1602,Health care quality,
s1602,Health personnel,
s1602,Health programs administration and funding,
s1602,Health promotion and preventive care,
s1602,Higher education,
s1602,"Internet, web applications, social media",
s1602,Licensing and registrations,
s1602,Medical education,
s1602,Mental health,
s1602,Minority education,
s1602,Minority employment,
s1602,Minority health,
s1602,"Teaching, teachers, curricula",
s1602,Women's health,
s1602,,Health
s1603,,Health
s1604,,Agriculture and Food
s1605,Advisory bodies,
s1605,Cardiovascular and respiratory health,
s1605,Child health,
s1605,Computers and information technology,
s1605,Domestic violence and child abuse,
s1605,Government information and archives,
s1605,Health facilities and institutions,
s1605,Health information and medical records,
s1605,Health personnel,
s1605,Health promotion and preventive care,
s1605,"Health technology, devices, supplies",
s1605,Infectious and parasitic diseases,
s1605,Medical research,
s1605,Medical tests and diagnostic methods,
s1605,Mental health,
s1605,Minority health,
s1605,Research administration and funding,
s1605,Sex and reproductive health,
s1605,Women's health,
s1605,,Health
s1606,Advisory bodies,
s1606,Air quality,
s1606,Alaska Natives and Hawaiians,
s1606,Cardiovascular and respiratory health,
s1606,Child health,
s1606,Climate change and greenhouse gases,
s1606,Community life and organization,
s1606,Congressional oversight,
s1606,Correctional facilities and imprisonment,
s1606,Detention of persons,
s1606,"Drug, alcohol, tobacco use",
s1606,Education programs funding,
s1606,Employee hiring,
s1606,Employment and training programs,
s1606,"Environmental assessment, monitoring, research",
s1606,Environmental health,
s1606,Foreign language and bilingual programs,
s1606,Government information and archives,
s1606,Government studies and investigations,
s1606,Health care coverage and access,
s1606,Health care quality,
s1606,Health information and medical records,
s1606,Health personnel,
s1606,Health programs administration and funding,
s1606,Health promotion and preventive care,
s1606,"Health technology, devices, supplies",
s1606,Higher education,
s1606,Immunology and vaccination,
s1606,Indian social and development programs,
s1606,Infectious and parasitic diseases,
s1606,Intergovernmental relations,
s1606,"Internet, web applications, social media",
s1606,"Lighting, heating, cooling",
s1606,Medicaid,
s1606,Medical education,
s1606,Medical tests and diagnostic methods,
s1606,Mental health,
s1606,Minority education,
s1606,Minority employment,
s1606,Minority health,
s1606,Nursing,
s1606,Nutrition and diet,
s1606,Performance measurement,
s1606,Poverty and welfare assistance,
s1606,Racial and ethnic relations,
s1606,Research administration and funding,
s1606,Sex and reproductive health,
s1606,State and local government operations,
s1606,Veterans' medical care,
s1606,Women's health,
s1606,,Health
s1607,Civil actions and liability,
s1607,Health care costs and insurance,
s1607,Medicare,
s1607,,Health
s1608,Latin America,
s1608,Mexico,
s1608,Public contracts and procurement,
s1608,Roads and highways,
s1608,Texas,
s1608,,International Affairs
s1609,,Government Operations and Politics
s161,Employee hiring,
s161,Employment and training programs,
s161,Higher education,
s161,Licensing and registrations,
s161,Performance measurement,
s161,Student aid and college costs,
s161,Vocational and technical education,
s161,,Education
s1610,,Armed Forces and National Security
s1611,,"Science, Technology, Communications"
s1612,Low- and moderate-income housing,
s1612,State and local finance,
s1612,"Veterans' education, employment, rehabilitation",
s1612,"Veterans' loans, housing, homeless programs",
s1612,,Armed Forces and National Security
s1613,"Agricultural prices, subsidies, credit",
s1613,Congressional oversight,
s1613,Mammals,
s1613,Pest management,
s1613,,Agriculture and Food
s1614,,Crime and Law Enforcement
s1615,,Government Operations and Politics
s1616,,Law
s1617,,Crime and Law Enforcement
s1618,,Commerce
s1619,,Armed Forces and National Security
s162,Animals,
s162,California,
s162,Federal-Indian relations,
s162,"Forests, forestry, trees",
s162,Geography and mapping,
s162,Lakes and rivers,
s162,Land transfers,
s162,Land use and conservation,
s162,Oregon,
s162,"Parks, recreation areas, trails",
s162,Wetlands,
s162,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats",
s162,,Public Lands and Natural Resources
s1620,,Armed Forces and National Security
s1621,,Armed Forces and National Security
s1622,"Forests, forestry, trees",
s1622,Land use and conservation,
s1622,Oil and gas,
s1622,,Public Lands and Natural Resources
s1623,,Armed Forces and National Security
s1624,Cancer,
s1624,Child health,
s1624,Congressional oversight,
s1624,Government trust funds,
s1624,Medical research,
s1624,National Institutes of Health (NIH),
s1624,Research administration and funding,
s1624,,Health
s1625,,Taxation
s1626,,"Science, Technology, Communications"
s1627,,Taxation
s1628,,Agriculture and Food
s1629,,Government Operations and Politics
s163,,Taxation
s1630,,Public Lands and Natural Resources
s1631,,Transportation and Public Works
s1632,,Transportation and Public Works
s1633,,Armed Forces and National Security
s1634,Administrative law and regulatory procedures,
s1634,Air quality,
s1634,Alternative and renewable resources,
s1634,Animal and plant health,
s1634,Climate change and greenhouse gases,
s1634,Coal,
s1634,Colorado,
s1634,Dams and canals,
s1634,Electric power generation and transmission,
s1634,"Environmental assessment, monitoring, research",
s1634,Fires,
s1634,"Forests, forestry, trees",
s1634,Government information and archives,
s1634,Government studies and investigations,
s1634,Historic sites and heritage areas,
s1634,Hunting and fishing,
s1634,Infrastructure development,
s1634,Insects,
s1634,Intergovernmental relations,
s1634,Land transfers,
s1634,Land use and conservation,
s1634,Livestock,
s1634,Mining,
s1634,Motor vehicles,
s1634,Oil and gas,
s1634,Outdoor recreation,
s1634,"Parks, recreation areas, trails",
s1634,Pedestrians and bicycling,
s1634,Roads and highways,
s1634,Water storage,
s1634,Water use and supply,
s1634,Watersheds,
s1634,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats",
s1634,Wildlife conservation and habitat protection,
s1634,,Public Lands and Natural Resources
s1635,Department of Veterans Affairs,
s1635,Disability assistance,
s1635,Employment and training programs,
s1635,"Government employee pay, benefits, personnel management",
s1635,Government studies and investigations,
s1635,Mental health,
s1635,Neurological disorders,
s1635,Veterans' medical care,
s1635,Veterans' pensions and compensation,
s1635,,Armed Forces and National Security
s1636,Health care coverage and access,
s1636,Health facilities and institutions,
s1636,Health information and medical records,
s1636,"Health technology, devices, supplies",
s1636,Home and outpatient care,
s1636,"Internet, web applications, social media",
s1636,Medicare,
s1636,Mental health,
s1636,Rural conditions and development,
s1636,Sound recording,
s1636,,Health
s1637,Israel,
s1637,Public contracts and procurement,
s1637,State and local government operations,
s1637,,Foreign Trade and International Finance
s1638,"Elections, voting, political campaign regulation",
s1638,State and local government operations,
s1638,,Government Operations and Politics
s1639,,Agriculture and Food
s164,Cardiovascular and respiratory health,
s164,Disability and health-based discrimination,
s164,Emergency medical services and trauma care,
s164,Health facilities and institutions,
s164,Health information and medical records,
s164,Health personnel,
s164,Immunology and vaccination,
s164,Infectious and parasitic diseases,
s164,Medicaid,
s164,Medicare,
s164,Organ and tissue donation and transplantation,
s164,,Health
s1640,,Immigration
s1641,,Government Operations and Politics
s1642,Computers and information technology,
s1642,Government lending and loan guarantees,
