id,title,congress,number,type,latestActionDate,latestActionText,relationshipType,relationshipIdentifiedBy
s2354,FDPIR Tribal Food Sovereignty Act of 2023,118,2489,S,2023-07-25,Read twice and referred to the Committee on Indian Affairs.,Related bill,CRS
s2356,Pandemic and All-Hazards Preparedness and Response Act,118,2333,S,2023-09-06,Placed on Senate Legislative Calendar under General Orders. Calendar No. 202.,Related bill,CRS
s2357,Protect Children’s Innocence Act,118,1399,HR,2023-03-17,Referred to the Subcommittee on Health.,Related bill,CRS
s2357,Protect Children’s Innocence Act,118,5636,HR,2023-09-21,Referred to the House Committee on the Judiciary.,Related bill,CRS
s2358,Uyghur Genocide Accountability and Sanctions Act of 2023,118,1770,S,2023-05-31,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Related bill,CRS
s2359,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
s2359,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
s236,"To direct the Secretary of Labor to award grants to develop, administer, and evaluate early childhood education apprenticeships, and for other purposes.",118,1834,HR,2023-03-28,Referred to the House Committee on Education and the Workforce.,Related bill,CRS
s2361,Senior Nutrition Task Force Act of 2023,118,4706,HR,2023-09-19,"Referred to the Subcommittee on Nutrition, Foreign Agriculture, and Horticulture.",Identical bill,CRS
s2362,Pandemic and All-Hazards Preparedness and Response Act,118,2333,S,2023-09-06,Placed on Senate Legislative Calendar under General Orders. Calendar No. 202.,Related bill,CRS
s2368,Global Investment in American Jobs Act of 2023,118,813,HR,2023-07-18,"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",Related bill,CRS
s237,Protecting Access to Medication Abortion Act of 2023,118,767,HR,2023-02-10,Referred to the Subcommittee on Health.,Identical bill,CRS
s2370,Bring Animals Relief and Kibble Act of 2023,118,4750,HR,2023-07-19,Referred to the House Committee on Education and the Workforce.,Related bill,CRS
s2371,ACRE Act of 2023,118,3139,HR,2023-05-09,Referred to the House Committee on Ways and Means.,Identical bill,CRS
s2372,Accelerating Kids’ Access to Care Act,118,4758,HR,2023-07-21,Referred to the Subcommittee on Health.,Identical bill,CRS
s2373,Lead by Example Act of 2023,118,4744,HR,2023-07-21,"Referred to the Subcommittee on Energy, Climate and Grid Security.",Identical bill,CRS
s2374,No Obamacare for Illegal Aliens Act of 2023,118,4727,HR,2023-07-21,Referred to the Subcommittee on Health.,Related bill,CRS
s2375,"To designate the facility of the United States Postal Service located at 620 East Pecan Boulevard in McAllen, Texas, as the ""Agent Raul H. Gonzalez Jr. Memorial Post Office"".",118,412,HR,2023-01-20,Referred to the House Committee on Oversight and Accountability.,Identical bill,CRS
s2376,Helen Keller National Center Reauthorization Act of 2023,118,4749,HR,2023-07-19,Referred to the House Committee on Education and the Workforce.,Identical bill,CRS
s2377,Medicare Audiology Access Improvement Act of 2023,118,6445,HR,2023-11-24,Referred to the Subcommittee on Health.,Related bill,CRS
s2378,Fueling Alternative Transportation with a Carbon Aviation Tax Act of 2023,118,4760,HR,2023-07-21,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",Identical bill,CRS
s2379,Concentrating on High-value Alzheimer's Needs to Get to an End Act of 2023,118,4752,HR,2023-07-21,Referred to the Subcommittee on Health.,Identical bill,CRS
s238,Safer Heat Act of 2023,118,823,HR,2023-02-10,"Referred to the Subcommittee on Innovation, Data, and Commerce.",Identical bill,CRS
s2381,National Instant Criminal Background Check System (NICS) Data Integrity Act of 2023,118,5727,HR,2023-09-26,Referred to the House Committee on the Judiciary.,Related bill,CRS
s2382,Farmland Security Act of 2023,118,6469,HR,2023-11-21,Referred to the House Committee on Agriculture.,Related bill,CRS
s2383,Smoke and Heat Ready Communities Act of 2023,118,4733,HR,2023-07-21,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",Identical bill,CRS
s2384,Keep STEM Talent Act of 2023,118,5477,HR,2023-09-14,Referred to the House Committee on the Judiciary.,Related bill,CRS
s2385,Tribal Access to Clean Water Act of 2023,118,4746,HR,2023-09-19,"Referred to the Subcommittee on Commodity Markets, Digital Assets, and Rural Development.",Related bill,CRS
s2386,Access to Infertility Treatment and Care Act,118,4731,HR,2023-08-24,Referred to the Subcommittee on Health.,Identical bill,CRS
s2387,Wildfire Smoke Emergency Declaration Act of 2023,118,5329,HR,2023-09-05,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",Identical bill,CRS
s2391,National Flood Insurance Program Extension Act of 2023,118,1392,HR,2023-03-07,Referred to the House Committee on Financial Services.,Related bill,CRS
s2391,NFIP Extension through 2023 Act,118,2968,S,2024-01-25,"Committee on Banking, Housing, and Urban Affairs. Hearings held.",Related bill,CRS
s2391,NFIP Extension Act of 2023,118,5828,HR,2023-09-29,Referred to the House Committee on Financial Services.,Related bill,CRS
s2392,Improving Social Security’s Service to Victims of Identity Theft Act,118,3765,HR,2023-05-31,Referred to the House Committee on Ways and Means.,Related bill,CRS
s2392,Improving Social Security’s Service to Victims of Identity Theft Act,118,3784,HR,2023-09-12,"Placed on the Union Calendar, Calendar No. 156.",Related bill,CRS
s2393,Food and Agriculture Industry Cybersecurity Support Act,118,1219,HR,2023-03-22,"Referred to the Subcommittee on General Farm Commodities, Risk Management, and Credit.",Related bill,CRS
s2394,GUARD Act,118,6258,HR,2023-11-07,Referred to the House Committee on Education and the Workforce.,Identical bill,CRS
s2395,WILD Act,118,5009,HR,2024-02-06,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 332.,Identical bill,CRS
s2395,WILD Act,118,5009,HR,2024-02-06,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 332.,Related bill,House
s2396,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
s2396,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
s2396,Fair Debt Collection Practices for Servicemembers Act,118,5674,HR,2023-09-22,Referred to the House Committee on Financial Services.,Related bill,CRS
s2397,End COVID Tyranny Act,118,3383,S,2023-11-30,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
s2398,Health Impacts of Nuclear War Act of 2023,118,4703,HR,2023-07-18,Referred to the House Committee on Energy and Commerce.,Identical bill,CRS
s2399,Artificial Intelligence and Biosecurity Risk Assessment Act,118,4704,HR,2023-07-21,Referred to the Subcommittee on Health.,Related bill,CRS
s24,Fighting Homelessness Through Services and Housing Act,118,516,HR,2023-01-25,Referred to the House Committee on Financial Services.,Related bill,CRS
s240,Gas Stove Protection and Freedom Act,118,1615,HR,2023-06-15,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 102.,Related bill,CRS
s2400,Securing Gene Synthesis Act,118,4702,HR,2023-07-21,Referred to the Subcommittee on Health.,Identical bill,CRS
s2403,Deposit Security Act,118,3012,S,2023-10-04,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Related bill,CRS
s2407,Treat and Reduce Obesity Act of 2023,118,4818,HR,2023-07-21,Referred to the Subcommittee on Health.,Identical bill,CRS
s241,"To designate the Department of Energy Integrated Engineering Research Center Federal Building located at the Fermi National Accelerator Laboratory in Batavia, Illinois, as the ""Helen Edwards Engineering Research Center"".",118,783,HR,2023-08-22,"Placed on the House Calendar, Calendar No. 32.",Identical bill,CRS
s2414,Working Dog Health and Welfare Act of 2024,118,6950,HR,2024-01-10,"Referred to the Committee on Oversight and Accountability, and in addition to the Committee on Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Related bill,CRS
s2415,Preventing Maternal Deaths Reauthorization Act of 2023,118,3838,HR,2024-03-06,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 338.,Identical bill,CRS
s2415,Preventing Maternal Deaths Reauthorization Act of 2023,118,3838,HR,2024-03-06,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 338.,Related bill,House
s2416,Relief for Survivors of Miners Act of 2023,118,6761,HR,2023-12-13,Referred to the House Committee on Education and the Workforce.,Identical bill,CRS
s2417,Addressing Teacher Shortages Act of 2024,118,7680,HR,2024-03-13,Referred to the House Committee on Education and the Workforce.,Related bill,CRS
s2418,Promoting Access to Diabetic Shoes Act,118,704,HR,2023-02-10,Referred to the Subcommittee on Health.,Related bill,CRS
s2418,Increasing Access to Quality Cardiac Rehabilitation Care Act of 2023,118,2583,HR,2023-04-21,Referred to the Subcommittee on Health.,Related bill,CRS
s2418,Promoting Access to Diabetic Shoes Act,118,260,S,2023-02-02,Read twice and referred to the Committee on Finance.,Related bill,CRS
s2418,ACO Assignment Improvement Act of 2024,118,7665,HR,2024-03-15,Referred to the Subcommittee on Health.,Related bill,CRS
s2418,ACO Assignment Improvement Act of 2024,118,3939,S,2024-03-14,Read twice and referred to the Committee on Finance.,Related bill,CRS
s2418,Farmers Feeding America Act of 2023,118,2713,S,2023-07-27,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Related bill,CRS
s2419,No Robot Bosses Act,118,7621,HR,2024-03-12,"Referred to the Committee on Education and the Workforce, and in addition to the Committees on House Administration, and Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Identical bill,CRS
s242,Caring for All Families Act,118,789,HR,2023-02-02,"Referred to the Committee on Education and the Workforce, and in addition to the Committees on Oversight and Accountability, and House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Identical bill,CRS
s2420,District of Columbia Courts Judicial Vacancy Reduction Act,118,483,HR,2023-01-24,"Referred to the Committee on Oversight and Accountability, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Related bill,CRS
s2421,Insuring Fairness for Family Farmers Act of 2023,118,4804,HR,2023-08-24,"Referred to the Subcommittee on General Farm Commodities, Risk Management, and Credit.",Identical bill,CRS
s2422,VA Acquisition Review Board Act of 2023,118,4225,HR,2023-07-19,Forwarded by Subcommittee to Full Committee by Voice Vote.,Related bill,CRS
s2424,Indian Programs Advance Appropriations Act of 2023,118,4832,HR,2023-07-28,Referred to the Subcommittee on Health.,Identical bill,CRS
s2425,Free Speech Protection Act,118,4791,HR,2023-07-21,Referred to the Subcommittee on Communications and Technology.,Identical bill,CRS
s2426,Motor Carrier Safety Selection Standard Act,118,915,HR,2023-05-23,Ordered to be Reported by the Yeas and Nays: 36 - 28.,Related bill,CRS
s2427,To amend title XXVII of the Public Health Service Act to require group health plans and health insurance issuers offering group or individual health insurance coverage to permit enrollees to obtain a 365-day supply of contraceptives.,118,4816,HR,2023-07-21,Referred to the Subcommittee on Health.,Identical bill,CRS
s2428,PATHS to Tutor Act of 2024,118,7016,HR,2024-01-17,Referred to the House Committee on Education and the Workforce.,Related bill,CRS
s2429,Ensuring Seniors’ Access to Quality Care Act,118,3227,HR,2023-05-12,Referred to the Subcommittee on Health.,Related bill,CRS
s2429,Ensuring Seniors’ Access to Quality Care Act,118,1749,S,2023-05-18,Read twice and referred to the Committee on Finance.,Related bill,CRS
s2431,HUBS for Veterans Act of 2023,118,3720,HR,2023-06-22,Referred to the Subcommittee on Economic Opportunity.,Related bill,CRS
s2432,Bridging the SNAP Gap Act of 2023,118,4815,HR,2023-09-19,"Referred to the Subcommittee on Nutrition, Foreign Agriculture, and Horticulture.",Identical bill,CRS
s2433,FASD Respect Act,118,3946,HR,2023-06-16,Referred to the Subcommittee on Health.,Related bill,CRS
s2433,FIND Fentanyl Act of 2023,118,4063,HR,2023-06-16,Referred to the Subcommittee on Health.,Related bill,CRS
s2433,FASD Respect Act,118,1800,S,2023-06-01,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
s2433,TREAT Youth Act,118,5598,HR,2023-09-22,Referred to the Subcommittee on Health.,Related bill,CRS
s2433,Youth Prevention and Recovery Reauthorization Act of 2023,118,3070,S,2023-10-18,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
s2433,Promoting Maternal and Child Health Through Substance Use Prevention Act,118,3370,S,2023-11-30,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
s2433,"To direct the Attorney General, in consultation with the Secretary of Health and Human Services, to promulgate the final regulations relating to special registration for telemedicine.",118,7899,HR,2024-04-09,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Related bill,CRS
s2434,Pandemic and All-Hazards Preparedness and Response Act,118,2333,S,2023-09-06,Placed on Senate Legislative Calendar under General Orders. Calendar No. 202.,Related bill,CRS
s2436,NO PBMs Act,118,5400,HR,2023-09-15,Referred to the Subcommittee on Health.,Identical bill,CRS
s2437,"Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2024",118,4820,HR,2023-11-07,"POSTPONED PROCEEDINGS - Pursuant to clause 1(c) of rule XIX, the Chair announced further proceedings on H.R. 4820 would be postponed.",Related bill,CRS
s2437,"Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2024",118,4820,HR,2023-11-07,"POSTPONED PROCEEDINGS - Pursuant to clause 1(c) of rule XIX, the Chair announced further proceedings on H.R. 4820 would be postponed.",Related bill,House
s2437,"Consolidated Appropriations Act, 2024",118,4366,HR,2024-03-09,Became Public Law No: 118-42.,Related bill,CRS
s2437,"Consolidated Appropriations Act, 2024",118,1061,HRES,2024-03-06,Motion to reconsider laid on the table Agreed to without objection.,Related bill,CRS
s2438,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",118,4665,HR,2023-10-03,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 222.,Related bill,CRS
s2438,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",118,4665,HR,2023-10-03,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 222.,Related bill,House
s2438,"Further Consolidated Appropriations Act, 2024",118,2882,HR,2024-03-23,Became Public Law No: 118-47.,Related bill,CRS
s2438,"Further Consolidated Appropriations Act, 2024",118,1102,HRES,2024-03-22,Motion to reconsider laid on the table Agreed to without objection.,Related bill,CRS
s2439,Reproductive Health Patient Navigator Act of 2023,118,4796,HR,2023-07-21,Referred to the Subcommittee on Health.,Identical bill,CRS
s244,Stop Trying to Obsessively Vilify Energy Act,118,263,HR,2023-01-10,Referred to the House Committee on Energy and Commerce.,Related bill,CRS
s2441,Food for Thought Act of 2023,118,4812,HR,2023-07-20,Referred to the House Committee on Education and the Workforce.,Identical bill,CRS
s2442,Promoting Employment and Lifelong Learning Act,118,496,HR,2023-01-25,Referred to the House Committee on Education and the Workforce.,Related bill,CRS
s2443,"Energy and Water Development and Related Agencies Appropriations Act, 2024",118,4394,HR,2023-11-01,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 233.,Related bill,CRS
s2443,"Energy and Water Development and Related Agencies Appropriations Act, 2024",118,4394,HR,2023-11-01,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 233.,Related bill,House
s2443,"Consolidated Appropriations Act, 2024",118,4366,HR,2024-03-09,Became Public Law No: 118-42.,Related bill,CRS
s2443,"Consolidated Appropriations Act, 2024",118,1061,HRES,2024-03-06,Motion to reconsider laid on the table Agreed to without objection.,Related bill,CRS
s2444,ATTAIN Mental Health Act,118,4830,HR,2023-07-28,Referred to the Subcommittee on Health.,Related bill,CRS
s2445,Community-Based Gang Intervention Act,118,4973,HR,2023-07-27,Referred to the House Committee on Education and the Workforce.,Related bill,CRS
s2446,Protecting Miranda Rights for Kids Act,118,4976,HR,2023-07-27,Referred to the House Committee on the Judiciary.,Related bill,CRS
s2447,Rural Telehealth and Education Enhancement Act of 2023,118,5308,HR,2023-09-26,"Referred to the Subcommittee on Commodity Markets, Digital Assets, and Rural Development.",Related bill,CRS
s2448,Eliminating Debtor’s Prison for Kids Act of 2023,118,4975,HR,2023-07-27,Referred to the House Committee on the Judiciary.,Related bill,CRS
s2449,Ensuring Fee-Free Benefit Transactions Act of 2023,118,4103,HR,2023-07-28,"Referred to the Subcommittee on Nutrition, Foreign Agriculture, and Horticulture.",Related bill,CRS
s2450,"To improve coordination between the Department of Energy and the National Science Foundation on activities carried out under the National Quantum Initiative Program, and for other purposes.",118,6016,HR,2023-10-25,"Referred to the House Committee on Science, Space, and Technology.",Identical bill,CRS
s2451,Hemp Access and Consumer Safety Act,118,4849,HR,2023-07-28,Referred to the Subcommittee on Health.,Identical bill,CRS
s2452,Biomanufacturing and Jobs Act,118,5134,HR,2023-09-19,"Referred to the Subcommittee on Commodity Markets, Digital Assets, and Rural Development.",Related bill,CRS
s2453,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
s2453,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
s2455,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
s2455,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
s2458,Crop Insurance for Future Farmers Act,118,3904,HR,2023-07-28,"Referred to the Subcommittee on General Farm Commodities, Risk Management, and Credit.",Related bill,CRS
s2459,Enabling More of the Physical and Occupational Workforce to Engage in Rehabilitation Act,118,4878,HR,2023-07-28,Referred to the Subcommittee on Health.,Related bill,CRS
s246,SECURE Firearm Storage Act,118,816,HR,2023-02-02,Referred to the House Committee on the Judiciary.,Identical bill,CRS
s2460,Improving Training for School Food Service Workers Act,118,4844,HR,2023-07-25,Referred to the House Committee on Education and the Workforce.,Related bill,CRS
s2461,COREY Safety Act of 2023,118,4903,HR,2023-07-26,Referred to the House Committee on Education and the Workforce.,Identical bill,CRS
s2462,Motorsports Fairness and Permanency Act of 2023,118,2696,HR,2023-04-18,Referred to the House Committee on Ways and Means.,Identical bill,CRS
s2464,Access to Breast Cancer Diagnosis Act of 2023,118,3851,HR,2023-06-09,Referred to the Subcommittee on Health.,Related bill,CRS
s2465,DOULA for VA Act of 2023,118,6331,HR,2023-11-27,Referred to the Subcommittee on Health.,Identical bill,CRS
s2466,False Claims Amendments Act of 2023,118,6214,HR,2023-11-03,Referred to the House Committee on the Judiciary.,Identical bill,CRS
s247,Extreme Risk Protection Order Expansion Act of 2023,118,768,HR,2023-02-02,Referred to the House Committee on the Judiciary.,Identical bill,CRS
s247,Federal Extreme Risk Protection Order Act of 2023,118,3018,HR,2023-04-28,Referred to the House Committee on the Judiciary.,Related bill,CRS
s247,Gun Violence Prevention and Community Safety Act of 2023,118,6596,HR,2023-12-08,Referred to the Subcommittee on Health.,Related bill,CRS
s247,Gun Violence Prevention and Community Safety Act of 2023,118,3407,S,2023-12-05,Read twice and referred to the Committee on Finance.,Related bill,CRS
s2470,IDB Transparency Act,118,4865,HR,2023-07-25,Referred to the House Committee on Financial Services.,Related bill,CRS
s2471,Streamlining Federal Grants Act of 2023,118,5934,HR,2023-10-25,Referred to the House Committee on Oversight and Accountability.,Related bill,CRS
s2472,USDA CROP Act of 2023,118,5070,HR,2023-09-26,"Referred to the Subcommittee on Conservation, Research, and Biotechnology.",Identical bill,CRS
s2473,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
s2473,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
s2474,Share the Savings with Seniors Act,118,5376,HR,2023-09-15,Referred to the Subcommittee on Health.,Identical bill,CRS
s2475,Workplace Choice and Flexibility for Individuals with Disabilities Act,118,553,HR,2023-01-26,Referred to the House Committee on Education and the Workforce.,Related bill,CRS
s2476,Mental Health for Latinos Act of 2023,118,4884,HR,2023-07-28,Referred to the Subcommittee on Health.,Related bill,CRS
s2477,Equitable Community Access to Pharmacist Services Act,118,1770,HR,2023-03-31,Referred to the Subcommittee on Health.,Identical bill,CRS
s2478,"To designate the National Museum of the Mighty Eighth Air Force in Pooler, Georgia, as the official National Museum of the Mighty Eighth Air Force in the United States, and for other purposes.",118,769,HR,2023-02-02,Referred to the House Committee on Armed Services.,Related bill,CRS
s2478,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
s2478,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
s2479,Converting Our Waste Sustainably (COWS) Act of 2023,118,4327,HR,2023-08-21,"Referred to the Subcommittee on Livestock, Dairy, and Poultry.",Related bill,CRS
s2479,Agriculture Resilience Act of 2023,118,1016,S,2023-03-28,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Related bill,CRS
s248,District of Columbia Police Home Rule Act,118,810,HR,2023-02-02,Referred to the House Committee on Oversight and Accountability.,Identical bill,CRS
s2480,CHARGE Act of 2023,118,5154,HR,2023-08-11,"Referred to the Subcommittee on Energy, Climate and Grid Security.",Identical bill,CRS
s2481,IMPROVE Addiction Care Act,118,4950,HR,2023-07-28,Referred to the Subcommittee on Health.,Identical bill,CRS
s2482,Community Advantage Loan Program Act of 2024,118,7560,HR,2024-03-06,Referred to the House Committee on Small Business.,Related bill,CRS
s2485,Henrietta Lacks Congressional Gold Medal Act,118,4122,HR,2023-06-14,"Referred to the Committee on Financial Services, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Related bill,CRS
s2486,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
s2486,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
s2487,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
s2487,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
s2488,Raise the Wage Act of 2023,118,4889,HR,2023-07-25,Referred to the House Committee on Education and the Workforce.,Identical bill,CRS
s2489,"Improving Agriculture, Research, Cultivation, Timber, and Indigenous Commodities (ARCTIC) Act",118,2354,S,2023-07-18,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Related bill,CRS
s249,Apprenticeship Hubs Across America Act of 2023,118,2900,HR,2023-04-26,Referred to the House Committee on Education and the Workforce.,Related bill,CRS
s2490,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
s2490,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
s2491,Wall Street Tax Act of 2023,118,4870,HR,2023-07-25,Referred to the House Committee on Ways and Means.,Related bill,CRS
s2494,"Communications, Video, and Technology Accessibility Act of 2023",118,4858,HR,2023-07-28,Referred to the Subcommittee on Communications and Technology.,Identical bill,CRS
s2496,VA Loan Informed Disclosure Act of 2023,118,4335,HR,2023-06-23,Referred to the House Committee on Financial Services.,Identical bill,CRS
s2498,No Hidden Fees on Extra Expenses for Stays Act of 2023,118,6543,HR,2024-06-12,"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",Related bill,CRS
s2499,Protecting and Securing Chemical Facilities from Terrorist Attacks Act of 2023,118,4470,HR,2023-07-26,Received in the Senate.,Related bill,CRS
s2499,Protecting and Securing Chemical Facilities from Terrorist Attacks Act of 2023,118,2178,S,2023-07-10,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 116.,Related bill,CRS
s25,Keep Americans Safe Act,118,298,S,2023-02-07,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
s25,Keep Americans Safe Act,118,625,HR,2023-01-30,Referred to the House Committee on the Judiciary.,Related bill,CRS
s25,Assault Weapons Ban of 2023,118,698,HR,2023-06-05,"ASSUMING FIRST SPONSORSHIP - Mrs. McBath asked unanimous consent that she may hereafter be considered as the first sponsor of H.R. 698, a bill originally introduced by Representative Cicilline, for the purpose of adding cosponsors and requesting reprintings pursuant to clause 7 of rule XII. Agreed to without objection.",Related bill,CRS
s25,Gun Violence Prevention and Community Safety Act of 2023,118,6596,HR,2023-12-08,Referred to the Subcommittee on Health.,Related bill,CRS
s25,Gun Violence Prevention and Community Safety Act of 2023,118,3407,S,2023-12-05,Read twice and referred to the Committee on Finance.,Related bill,CRS
s250,District of Columbia National Guard Home Rule Act,118,811,HR,2023-02-02,Referred to the House Committee on Oversight and Accountability.,Related bill,CRS
s2500,"To amend the Commodity Exchange Act to adjust the period during which amounts transferred by the Commodity Futures Trading Commission to the account for customer education initiatives and non-awards expenses shall remain available, and for other purposes.",118,4935,HR,2023-09-19,"Referred to the Subcommittee on Commodity Markets, Digital Assets, and Rural Development.",Related bill,CRS
s2501,"Asunción Valdivia Heat Illness, Injury, and Fatality Prevention Act of 2023",118,4897,HR,2023-07-26,Referred to the House Committee on Education and the Workforce.,Identical bill,CRS
s2502,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
s2502,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
s2502,Artificial Intelligence Advancement Act of 2023,118,3050,S,2023-10-17,Read twice and referred to the Committee on Armed Services.,Related bill,CRS
s2503,Veterans Protection from Fraud Act,118,3956,HR,2023-06-09,Referred to the House Committee on the Judiciary.,Identical bill,CRS
s2504,Enabling Farmers to Benefit from Processing Nutrition Programs Act of 2023,118,4943,HR,2023-09-25,"Referred to the Subcommittee on Nutrition, Foreign Agriculture, and Horticulture.",Identical bill,CRS
s2505,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
s2505,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
s2506,Route 66 National Historic Trail Designation Act,118,4338,HR,2023-06-23,Referred to the House Committee on Natural Resources.,Related bill,CRS
s2509,Expanding Military Sexual Assault Data Collection Act,118,6676,HR,2023-12-07,Referred to the House Committee on Armed Services.,Related bill,CRS
s2510,RAPID Reserve Act,118,6802,HR,2023-12-15,Referred to the Subcommittee on Health.,Identical bill,CRS
s2514,Colorado River Salinity Control Fix Act,118,7872,HR,2024-05-22,Subcommittee Hearings Held,Identical bill,CRS
s2515,Promotion and Expansion of Private Employee Ownership Act of 2023,118,4896,HR,2023-07-26,"Referred to the Committee on Ways and Means, and in addition to the Committees on Small Business, and Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Identical bill,CRS
s2515,Promotion and Expansion of Private Employee Ownership Act of 2023,118,5011,HR,2023-07-27,"Referred to the Committee on Ways and Means, and in addition to the Committees on Small Business, and Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Identical bill,CRS
s2517,Auto Reenroll Act of 2023,118,4924,HR,2023-07-26,"Referred to the Committee on Ways and Means, and in addition to the Committee on Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Identical bill,CRS
